STUDENT_ID,SEX,MAJOR_1,MAJOR_2,INTENDED_LANGUAGE,SECTION_ID
S_052,M,Marine Science,,French,C_016
S_052,M,Marine Science,,French,C_017
S_052,M,Marine Science,,French,C_019
S_053,M,Marine Science,,Spanish,C_004
S_053,M,Marine Science,,Spanish,C_009
S_053,M,Marine Science,,Spanish,C_012
S_053,M,Marine Science,,Spanish,C_014
S_053,M,Marine Science,,Spanish,C_016
S_053,M,Marine Science,,Spanish,C_019
S_054,F,Marine Science,Environmental Studies,Undecided,C_002
S_054,F,Marine Science,Environmental Studies,Undecided,C_003
S_054,F,Marine Science,Environmental Studies,Undecided,C_005
S_054,F,Marine Science,Environmental Studies,Undecided,C_012
S_054,F,Marine Science,Environmental Studies,Undecided,C_014
S_054,F,Marine Science,Environmental Studies,Undecided,C_019
S_055,M,Biology,Animal Studies,Undecided,C_010
S_055,M,Biology,Animal Studies,Undecided,C_011
S_055,M,Biology,Animal Studies,Undecided,C_014
S_055,M,Biology,Animal Studies,Undecided,C_015
S_055,M,Biology,Animal Studies,Undecided,C_017
S_055,M,Biology,Animal Studies,Undecided,C_019
S_056,M,Undecided,,Undecided,C_007
S_056,M,Undecided,,Undecided,C_009
S_056,M,Undecided,,Undecided,C_011
S_056,M,Undecided,,Undecided,C_014
S_056,M,Undecided,,Undecided,C_016
S_056,M,Undecided,,Undecided,C_019
S_057,F,Undecided,,Latin,C_001
S_057,F,Undecided,,Latin,C_008
S_057,F,Undecided,,Latin,C_009
S_057,F,Undecided,,Latin,C_015
S_057,F,Undecided,,Latin,C_016
S_057,F,Undecided,,Latin,C_019
S_058,M,Marine Science,,Spanish,C_004
S_058,M,Marine Science,,Spanish,C_007
S_058,M,Marine Science,,Spanish,C_011
S_058,M,Marine Science,,Spanish,C_012
S_058,M,Marine Science,,Spanish,C_015
S_058,M,Marine Science,,Spanish,C_019
S_059,F,Business Administration,,Spanish,C_003
S_059,F,Business Administration,,Spanish,C_011
S_059,F,Business Administration,,Spanish,C_014
S_059,F,Business Administration,,Spanish,C_016
S_059,F,Business Administration,,Spanish,C_019
S_059,F,Business Administration,,Spanish,C_020
S_060,F,Marine Science,,Undecided,C_004
S_060,F,Marine Science,,Undecided,C_008
S_060,F,Marine Science,,Undecided,C_011
S_060,F,Marine Science,,Undecided,C_012
S_060,F,Marine Science,,Undecided,C_015
S_060,F,Marine Science,,Undecided,C_019
S_061,F,Marine Science,,Spanish,C_007
S_061,F,Marine Science,,Spanish,C_008
S_061,F,Marine Science,,Spanish,C_010
S_061,F,Marine Science,,Spanish,C_012
S_061,F,Marine Science,,Spanish,C_014
S_061,F,Marine Science,,Spanish,C_019
S_062,M,Visual Arts,,French,C_003
S_062,M,Visual Arts,,French,C_005
S_062,M,Visual Arts,,French,C_011
S_062,M,Visual Arts,,French,C_014
S_062,M,Visual Arts,,French,C_015
S_062,M,Visual Arts,,French,C_017
S_063,F,Undecided,,Undecided,C_005
S_063,F,Undecided,,Undecided,C_009
S_063,F,Undecided,,Undecided,C_013
S_063,F,Undecided,,Undecided,C_014
S_063,F,Undecided,,Undecided,C_015
S_063,F,Undecided,,Undecided,C_016
S_064,M,Marine Science,,Japanese,C_001
S_064,M,Marine Science,,Japanese,C_003
S_064,M,Marine Science,,Japanese,C_012
S_064,M,Marine Science,,Japanese,C_015
S_064,M,Marine Science,,Japanese,C_019
S_065,M,Computer Science,,Undecided,C_005
S_065,M,Computer Science,,Undecided,C_008
S_065,M,Computer Science,,Undecided,C_012
S_065,M,Computer Science,,Undecided,C_014
S_065,M,Computer Science,,Undecided,C_019
S_065,M,Computer Science,,Undecided,C_020
S_066,F,Marine Science,,Spanish,C_003
S_066,F,Marine Science,,Spanish,C_004
S_066,F,Marine Science,,Spanish,C_009
S_066,F,Marine Science,,Spanish,C_010
S_066,F,Marine Science,,Spanish,C_015
S_066,F,Marine Science,,Spanish,C_019
S_067,F,International Studies,,Spanish,C_004
S_067,F,International Studies,,Spanish,C_006
S_067,F,International Studies,,Spanish,C_010
S_067,F,International Studies,,Spanish,C_013
S_067,F,International Studies,,Spanish,C_015
S_067,F,International Studies,,Spanish,C_017
S_068,F,Marine Science,,Undecided,C_004
S_068,F,Marine Science,,Undecided,C_010
S_068,F,Marine Science,,Undecided,C_011
S_068,F,Marine Science,,Undecided,C_015
S_068,F,Marine Science,,Undecided,C_016
S_068,F,Marine Science,,Undecided,C_019
S_069,F,Marine Science,,French,C_005
S_069,F,Marine Science,,French,C_006
S_069,F,Marine Science,,French,C_007
S_069,F,Marine Science,,French,C_011
S_069,F,Marine Science,,French,C_014
S_069,F,Marine Science,,French,C_019
S_070,M,Marine Science,,Undecided,C_003
S_070,M,Marine Science,,Undecided,C_005
S_070,M,Marine Science,,Undecided,C_007
S_070,M,Marine Science,,Undecided,C_008
S_070,M,Marine Science,,Undecided,C_014
S_070,M,Marine Science,,Undecided,C_017
S_071,M,Marine Science,,Undecided,C_004
S_071,M,Marine Science,,Undecided,C_007
S_071,M,Marine Science,,Undecided,C_008
S_071,M,Marine Science,,Undecided,C_011
S_071,M,Marine Science,,Undecided,C_012
S_071,M,Marine Science,,Undecided,C_015
S_072,M,Marine Science,,Spanish,C_003
S_072,M,Marine Science,,Spanish,C_004
S_072,M,Marine Science,,Spanish,C_005
S_072,M,Marine Science,,Spanish,C_012
S_072,M,Marine Science,,Spanish,C_014
S_072,M,Marine Science,,Spanish,C_019
S_073,F,Business Administration,Creative Writing,Chinese,C_004
S_073,F,Business Administration,Creative Writing,Chinese,C_005
S_073,F,Business Administration,Creative Writing,Chinese,C_009
S_073,F,Business Administration,Creative Writing,Chinese,C_011
S_073,F,Business Administration,Creative Writing,Chinese,C_014
S_073,F,Business Administration,Creative Writing,Chinese,C_016
S_074,F,Environmental Studies,,Undecided,C_001
S_074,F,Environmental Studies,,Undecided,C_004
S_074,F,Environmental Studies,,Undecided,C_005
S_074,F,Environmental Studies,,Undecided,C_014
S_074,F,Environmental Studies,,Undecided,C_015
S_074,F,Environmental Studies,,Undecided,C_018
S_075,F,Marine Science,Marine Science,Spanish,C_005
S_075,F,Marine Science,Marine Science,Spanish,C_010
S_075,F,Marine Science,Marine Science,Spanish,C_014
S_075,F,Marine Science,Marine Science,Spanish,C_016
S_075,F,Marine Science,Marine Science,Spanish,C_018
S_075,F,Marine Science,Marine Science,Spanish,C_019
S_076,F,Marine Science,Visual Arts,Undecided,C_001
S_076,F,Marine Science,Visual Arts,Undecided,C_004
S_076,F,Marine Science,Visual Arts,Undecided,C_007
S_076,F,Marine Science,Visual Arts,Undecided,C_011
S_076,F,Marine Science,Visual Arts,Undecided,C_015
S_076,F,Marine Science,Visual Arts,Undecided,C_019
S_077,M,Business Administration,,Spanish,C_001
S_077,M,Business Administration,,Spanish,C_004
S_077,M,Business Administration,,Spanish,C_006
S_077,M,Business Administration,,Spanish,C_009
S_077,M,Business Administration,,Spanish,C_016
S_077,M,Business Administration,,Spanish,C_020
S_078,F,Communication,,Undecided,C_001
S_078,F,Communication,,Undecided,C_003
S_078,F,Communication,,Undecided,C_009
S_078,F,Communication,,Undecided,C_011
S_078,F,Communication,,Undecided,C_014
S_078,F,Communication,,Undecided,C_016
S_079,M,Undecided,,Spanish,C_003
S_079,M,Undecided,,Spanish,C_005
S_079,M,Undecided,,Spanish,C_009
S_079,M,Undecided,,Spanish,C_011
S_079,M,Undecided,,Spanish,C_014
S_079,M,Undecided,,Spanish,C_020
S_080,M,Biology,,Japanese,C_003
S_080,M,Biology,,Japanese,C_005
S_080,M,Biology,,Japanese,C_013
S_080,M,Biology,,Japanese,C_014
S_080,M,Biology,,Japanese,C_016
S_080,M,Biology,,Japanese,C_019
S_081,F,Marine Science,,Spanish,C_004
S_081,F,Marine Science,,Spanish,C_012
S_081,F,Marine Science,,Spanish,C_013
S_081,F,Marine Science,,Spanish,C_019
S_081,F,Marine Science,,Spanish,C_020
S_082,F,Marine Science,,Undecided,C_003
S_082,F,Marine Science,,Undecided,C_004
S_082,F,Marine Science,,Undecided,C_005
S_082,F,Marine Science,,Undecided,C_008
S_082,F,Marine Science,,Undecided,C_010
S_082,F,Marine Science,,Undecided,C_018
S_083,F,Business Administration,,Arabic,C_004
S_083,F,Business Administration,,Arabic,C_006
S_083,F,Business Administration,,Arabic,C_009
S_083,F,Business Administration,,Arabic,C_015
S_083,F,Business Administration,,Arabic,C_016
S_083,F,Business Administration,,Arabic,C_017
S_084,F,Biology,Economics,Arabic,C_001
S_084,F,Biology,Economics,Arabic,C_003
S_084,F,Biology,Economics,Arabic,C_005
S_084,F,Biology,Economics,Arabic,C_008
S_084,F,Biology,Economics,Arabic,C_009
S_084,F,Biology,Economics,Arabic,C_019
S_085,F,Intl Relations/Global Affairs,Animal Studies,Undecided,C_001
S_085,F,Intl Relations/Global Affairs,Animal Studies,Undecided,C_004
S_085,F,Intl Relations/Global Affairs,Animal Studies,Undecided,C_006
S_085,F,Intl Relations/Global Affairs,Animal Studies,Undecided,C_007
S_085,F,Intl Relations/Global Affairs,Animal Studies,Undecided,C_012
S_085,F,Intl Relations/Global Affairs,Animal Studies,Undecided,C_015
S_086,M,Marine Science,,Spanish,C_003
S_086,M,Marine Science,,Spanish,C_004
S_086,M,Marine Science,,Spanish,C_007
S_086,M,Marine Science,,Spanish,C_010
S_086,M,Marine Science,,Spanish,C_012
S_086,M,Marine Science,,Spanish,C_020
S_087,F,Animal Studies,,Undecided,C_003
S_087,F,Animal Studies,,Undecided,C_010
S_087,F,Animal Studies,,Undecided,C_011
S_087,F,Animal Studies,,Undecided,C_012
S_087,F,Animal Studies,,Undecided,C_014
S_087,F,Animal Studies,,Undecided,C_020
S_088,F,Marine Science,Marine Science,Undecided,C_004
S_088,F,Marine Science,Marine Science,Undecided,C_009
S_088,F,Marine Science,Marine Science,Undecided,C_010
S_088,F,Marine Science,Marine Science,Undecided,C_011
S_088,F,Marine Science,Marine Science,Undecided,C_012
S_088,F,Marine Science,Marine Science,Undecided,C_014
S_089,F,Marine Science,,Spanish,C_003
S_089,F,Marine Science,,Spanish,C_004
S_089,F,Marine Science,,Spanish,C_005
S_089,F,Marine Science,,Spanish,C_014
S_089,F,Marine Science,,Spanish,C_015
S_089,F,Marine Science,,Spanish,C_019
S_090,F,Marine Science,Biology,Undecided,C_002
S_090,F,Marine Science,Biology,Undecided,C_004
S_090,F,Marine Science,Biology,Undecided,C_005
S_090,F,Marine Science,Biology,Undecided,C_011
S_090,F,Marine Science,Biology,Undecided,C_014
S_090,F,Marine Science,Biology,Undecided,C_019
S_091,F,Marine Science,,Japanese,C_002
S_091,F,Marine Science,,Japanese,C_003
S_091,F,Marine Science,,Japanese,C_010
S_091,F,Marine Science,,Japanese,C_012
S_091,F,Marine Science,,Japanese,C_013
S_091,F,Marine Science,,Japanese,C_014
S_092,F,Animal Studies,,French,C_005
S_092,F,Animal Studies,,French,C_006
S_092,F,Animal Studies,,French,C_007
S_092,F,Animal Studies,,French,C_008
S_092,F,Animal Studies,,French,C_014
S_093,F,Communication,,Spanish,C_002
S_093,F,Communication,,Spanish,C_003
S_093,F,Communication,,Spanish,C_011
S_093,F,Communication,,Spanish,C_012
S_093,F,Communication,,Spanish,C_014
S_093,F,Communication,,Spanish,C_017
S_094,F,Marine Science,,Spanish,C_001
S_094,F,Marine Science,,Spanish,C_003
S_094,F,Marine Science,,Spanish,C_007
S_094,F,Marine Science,,Spanish,C_010
S_094,F,Marine Science,,Spanish,C_012
S_094,F,Marine Science,,Spanish,C_014
S_095,M,Animal Studies,Spanish,Spanish,C_003
S_095,M,Animal Studies,Spanish,Spanish,C_005
S_095,M,Animal Studies,Spanish,Spanish,C_008
S_095,M,Animal Studies,Spanish,Spanish,C_011
S_095,M,Animal Studies,Spanish,Spanish,C_014
S_095,M,Animal Studies,Spanish,Spanish,C_016
S_096,F,Undecided,,Spanish,C_001
S_096,F,Undecided,,Spanish,C_004
S_096,F,Undecided,,Spanish,C_009
S_096,F,Undecided,,Spanish,C_011
S_096,F,Undecided,,Spanish,C_016
S_096,F,Undecided,,Spanish,C_019
S_097,F,Communication,,Spanish,C_003
S_097,F,Communication,,Spanish,C_010
S_097,F,Communication,,Spanish,C_011
S_097,F,Communication,,Spanish,C_014
S_097,F,Communication,,Spanish,C_016
S_097,F,Communication,,Spanish,C_018
S_098,F,Marine Science,Music,Spanish,C_003
S_098,F,Marine Science,Music,Spanish,C_004
S_098,F,Marine Science,Music,Spanish,C_008
S_098,F,Marine Science,Music,Spanish,C_009
S_098,F,Marine Science,Music,Spanish,C_012
S_098,F,Marine Science,Music,Spanish,C_019
S_099,F,Marine Science,Animal Studies,Undecided,C_005
S_099,F,Marine Science,Animal Studies,Undecided,C_006
S_099,F,Marine Science,Animal Studies,Undecided,C_007
S_099,F,Marine Science,Animal Studies,Undecided,C_008
S_099,F,Marine Science,Animal Studies,Undecided,C_014
S_099,F,Marine Science,Animal Studies,Undecided,C_020
S_100,F,Animal Studies,Animal Studies,Chinese,C_002
S_100,F,Animal Studies,Animal Studies,Chinese,C_011
S_100,F,Animal Studies,Animal Studies,Chinese,C_012
S_100,F,Animal Studies,Animal Studies,Chinese,C_014
S_100,F,Animal Studies,Animal Studies,Chinese,C_017
S_100,F,Animal Studies,Animal Studies,Chinese,C_019
S_101,F,Marine Science,Psychology,Spanish,C_005
S_101,F,Marine Science,Psychology,Spanish,C_006
S_101,F,Marine Science,Psychology,Spanish,C_007
S_101,F,Marine Science,Psychology,Spanish,C_008
S_101,F,Marine Science,Psychology,Spanish,C_014
